组别,姓名,性别,出生年,出身月,出生地,出生地（经度）,出生地（纬度）,籍贯,籍贯（精度）,籍贯（纬度）,毕业学校,毕业学校（经度）,毕业学校（纬度）,专业,毕业时间,当选时间,获得称谓的单位
13.0,邬荣领,男,1964,,江苏,120.341032,32.222573,,,,美国华盛顿大学,,,遗传学,1990,2009.0,北京林业大学
13.0,付强,男,1963,,重庆,106.324913,29.34312,,,,美国Utah大学,,,大气及气候,1991,2009.0,兰州大学
13.0,郑立荣,男,1969,,浙江,120.343398,30.015865,,,,瑞典皇家理工学,,,,2001,2009.0,复旦大学信息学院
13.0,余思远,男,1963,,湖南,112.56032,28.135267,,,,英国格拉斯哥大学,,,集成光子学,1997,2009.0,中山大学光电材料与技术国家重点实验室
13.0,章伟 雄,男,,,,,,,,,,,,,,2009.0,
13.0,蒋宪成,男,,,,,,,,,,,,,,2009.0,
13.0,郑俊华,男,,,,,,,,,加拿大多伦多大学,,,环境科学与工程系,1976,2009.0,复旦大学
13.0,方述诚,男,,,湖北,,,,,,西北大学,,,管理科学与工程,1979,2009.0,复旦大学
13.0,郑志杰,男,,,,,,,,,,,,公共卫生,,2009.0,上海交通大学
13.0,文舸一,男,,,湖南,113.351767,28.421762,,,,西安电子科技大学,,,电信,987年,2009.0,南京信息工程大学
13.0,吴跃,男,1959,,北京,116.2317,39.5427,,,,美国加州大学伯克利分校,,,新材料的核磁共振,1991,2009.0,华中科技大学
13.0,郑辉,男,,,,,,,,,,,,,,2009.0,华中科技大学
13.0,汪宁,男,1958,,,,,,,,哈佛大学,,, 生物医学,1993,2009.0,华中科技大学
13.0,杨天若,男,,,,,,,,,加拿大维多利亚大学,,,计算机系统结构,,2009.0,华中科技大学
13.0,袁小明,男,,,,,,,,,圣卡特琳娜联邦大学,,,电气与电子工程,1998,2009.0,华中科技大学
13.0,曲荣海,男,,,,,,,,,美国威斯康辛大学,,,电气与电子工程,2002,2009.0,华中科技大学
13.0,沈平,男,,,,,,,,,伯明翰大学,,,光电国家实验室,1996,2009.0,华中科技大学
13.0,李洵,男,1962,,,,,,,,北京交通大学,,,光电信息,1988,2009.0,华中科技大学
13.0,刘胜,男,,,,,,,,,美国斯坦福大学,,,微系统,1992,2009.0,华中科技大学
13.0,Eremets,男,,,,,,,,,,,,物理系,,2009.0,华南理工大学
13.0,景乃桓,男,1962,,湖北,,,,,,耶鲁大学,,,代数学和数学物理,,2009.0,华南理工大学
13.0,吴青华,男,,,,,,,,,英国贝尔法斯特女皇大学,,,电气与电子工程,1987,2009.0,华南理工大学
13.0,苏春翌,男,,,,,,,,,华南理工大学,,,机器人及精密机电系统控制,1990,2009.0,华南理工大学
13.0,江健儿,男,,,,,,,,,美国北卡州立大学,,,制浆造纸工程,1989,2009.0,华南理工大学
13.0,蔡宗武,男,,,,,,,,,美国加州大学戴维斯校区,,,金融学,1995,2009.0,厦门大学
13.0,鲍威,男,1962,,福建,,,,,,约翰霍普金斯大学,,,物理学,,2009.0,中国人民大学
13.0,周晓方,男,1963,,江苏,118.474729,32.033108,,,,,,,多媒体和时空数据的管理与挖掘,,2009.0,中国人民大学
13.0,蓝志勇,男,1955,,江西,115.512858,28.405622,,,,美国锡拉丘兹大学,,,公共管理学,1991,2009.0,中国人民大学
13.0,周怀北,男,1964,,湖南,112.56388,27.49471,,,,马里兰大学,,,无线电物理,1994,2009.0,武汉尔湾文化传播有限公司
13.0,刘峰,男,1963,,湖北,114.584717,30.054477,,,,,,,机械与宇航工程,,2009.0,北京大学/美国加州大学Irvi分校
13.0,赵继成,男,1964,,湖北,115.03128,31.102399,,,,美国里海大学,,,材料学,1995,2009.0,中南大学
13.0,谢尚平,男,1963,,,,,,,,,,,气象学,,2009.0,中国科学院大学
13.0,陈秀雄,男,,,浙江,120.172238,28.082353,,,,美国宾州大学博士,,,微分几何,1994,2009.0,中国科学院大学
13.0,张瑞斌,男,1960,,内蒙古,109.465113,39.363125,,,,,,,数学,,2009.0,山东师范大学
13.0,顾华,男,,,,,,,,,复旦大学,,,生物,2002,2009.0,
13.0,张劲松,男,1963,,,,,,,,,,,材料学,,2009.0,中国科学院金属研究所
13.0,林福江,男,1958,,,,,,,,德国卡塞尔大学,,,无线电物理,1993,2009.0,中国科学技术大学
13.0,吴信东,男,1963,,安徽,117.034874,30.323458,,,,英国爱丁堡大学,,,数据挖掘,1993,2009.0,合肥工业大学
13.0,丁宏强,男,,,安徽,117.134444,31.491405,,,,,,,计算机科学与技术,,2009.0,安徽大学
13.0,许金荣,男,1965,,浙江,120.344872,30.014919,,,,,,,植物科学,,2009.0,西北农林科技大学
13.0,林华新,男,1963,,湖南,112.052555,26.475971,,,,美国Purdu大学,,,数学系,1986,2009.0,华东师范大学
13.0,周迅宇,男,1965,,,,,,,,,,,数学系,,2009.0,南京大学
13.0,孙东初,男,,,,,,,,,,,,数学系,,2009.0,华东师范大学
13.0,W.J.Mitsch ,男,,,,,,,,,,,,生态学,,2009.0,华东师范大学
13.0,刘国平,男,1963,,,,,,,,英国曼彻斯特理工大学,,,控制科学与工程,1992,2009.0,哈尔滨工业大学
13.0,程凯 ,男,1961,,英国,,,,,,,,,机械制造及其自动化,,2009.0,哈尔滨工业大学
13.0,林威 ,男,1963,,,,,,,,,,,控制科学与工程,,2009.0,哈尔滨工业大学
13.0,陈旭远 ,男,1962,,陕西,108.252854,34.29336,,,,,,,纳米科学技术,,2009.0,中北大学
13.0,王万军 ,男,1967,,陕西,109.104759,34.451585 ,,,,美国德克萨斯（奥斯汀）大学,,,微机械系统,1989,2009.0,中北大学
13.0,张 康,男,,,,,,,,,,,,遗传学,,2009.0,美国加州大学圣地亚哥分校人类基因组医学研究所
13.0,何小刚,男,1959,,,,,,,,,,,近代物理,,2009.0,上海交通大学
13.0,刘荧,男,,,,,,,,,,,,凝聚态实验和量子材料物理,,2009.0,上海交通大学
13.0,高维强,男,,,,,,,,,南京大学,,,生物医学工程,1978,2009.0,上海交通大学
13.0,俞良莉,女,,,,,,,,,,,,食品化学与食品安全,,2009.0,上海交通大学
13.0,马红,男,,,,,,,,,,,,植物分子遗传学,,2009.0,宾州州立大学
13.0,魏庆义,男,,,江苏,118.474729,32.033108,,,,,,,肿瘤学,,2009.0,美国杜克大学医学院
13.0,沈健,男,1968,,北京,116.242581,39.541688,,,,南京大学,,,凝聚态物理,1982,2009.0,复旦大学
13.0,刘健祥,男,1975,,湖南,,,,,,,,,植物逆境生学,,2009.0,复旦大学
13.0,章伟雄,男,1960,,,,,,,,,,,生物信息学/人工智能,,2009.0,美国华盛顿大学圣路易斯分校
13.0,郑立荣,男,1969,,浙江,120.52689,30.015711,,,,,,,微电子,,2009.0,复旦大学
13.0,吴永时,男,,,,,,,,,,,,物理,,2009.0,美国犹他大学
13.0,徐敏,男,,,,,,,,,,,,光学,,2009.0,复旦大学
13.0,余建军,男,1968,,湖南,111.502454,26.344843,,,,北京邮电大学,,,光纤通信,1999,2009.0,江苏有为光子科技有限公司
13.0,姜世勃,男,,,,,,,,,,,,分子病毒学,,2009.0,复旦大学
13.0,彭金荣,男,,,,,,,,,,,,生物化学,,2009.0,浙江大学
13.0,顾 敏,男,1960,,上海,121.282532,31.134933,,,,,,,应用物理,,2009.0,复旦大学
13.0,邹鸿生,男,,,,,,,,,美国普渡大学,,,,,2009.0,浙江大学
13.0,李尔平,男,1962,,,,,,,,河北工业大学,,,电气与电子工程,,2009.0,浙江大学
13.0,包刚,男,,,,,,,,,吉林大学,,,应用数学、科学计算与应用 ,,2009.0,浙江大学
13.0,郑方阳,男,,,,,,,,,,,,,,2009.0,
13.0,冯新华,男,,,,,,,,,武汉大学、美国马里兰大学,,,癌症发生与转移、干细胞与发育,,2009.0,浙江大学
13.0,李明定,男,,,,,,,,,,,,生物信息学和分子数量遗传学为基础的人类遗传学、神经生物学和遗传流行病学,,2009.0,浙江大学
13.0,李延斌,男,,,,,,,,,,,,,,2009.0,
13.0,高福荣,男,1962,,江苏,,,,,,中国石油大学(华东)、麦吉尔大学,,,自动化,,2009.0,浙江大学
13.0,吴劳生,男,,,,,,,,,浙江农业大学,,,,,2009.0,浙江大学
13.0,骆季奎（Jack Luo）,,,,,,,,,,,,,,,2009.0,
13.0,朱志伟,男,,,,,,,,,上海交通大学,,,环境水力学,,2009.0,浙江大学
13.0,林叶刚,,,,,,,,,,,,,,,2009.0,
13.0,仇旻,男,,,浙江,120.09172,30.163539,,,,浙江大学,,,现代光学仪器,,2009.0,浙江大学
13.0,付敏跃,男,,,,,,,,,,,,自动化,,2009.0,浙江大学
13.0,宋海卫,男,,,,,,,,,,,,蛋白质晶体学结合生物化学与生物物理,,2009.0,浙江大学
13.0,车声雷,男,,,,,,,,,复旦大学,,,无机功能材料,,2009.0,浙江工业大学
13.0,潘建伟,,,,,,,,,,,,,,,2009.0,
13.0,赵政国,男,1956,,湖南,112.584032,28.065793,,,,中国科学技术大学,,,近代物理系,,2009.0,中国科学技术大学
13.0,罗 毅,男,1965,,江西,115.511095,28.41727,,,,瑞典林雪平大学,,,物理系,1996,2009.0,中国科学技术大学
13.0,张振宇,男,,,,,,,,,武汉大学,,,,1982,2009.0,中国科大微尺度国家实验室
13.0,陆亚林,男,1964,,江苏,120.341032,32.222573,,,,南京大学,,,凝聚态物理理学,1991,2009.0,中国科学技术大学
13.0,秦宏,男,1968,,,,,,,,北京大学,,,空间物理,1990,2009.0,中国科学技术大学
13.0,林福江,男,1958,,,,,,,,中国科学技术大学,,,信息科学技术,1985,2009.0,中国科学技术大学
13.0,王海林,,,,,,,,,,,,,,,2009.0,
13.0,张铁龙,男,,,,,,,,,北京大学,,,地质系构造地质及地质力学专业,1983,2009.0,哈尔滨工业大学深圳校区
13.0,张捷,男,1963,,,,,,,,中国科学技术大学,,,地球物理,1989,2009.0,中国科学技术大学
13.0,王 擎,男,,,甘肃,104.43006,35.062058,,,,甘肃农业大学,,,,1984,2009.0,华中科技大学
13.0,胡 斌,男,1962,,,,,,,,东北师范大学,,,固体物理学,1984,2009.0,北京交通大学
13.0,李 亮,男,,,,,,,,,华中科技大学,,,电机,1985,2009.0,华中科技大学
13.0,何际平,男,1955,,,,,,,,华中理工大学,,,自动控制专业,,2009.0,华中科技大学
13.0,曲荣海,男,,,,,,,,,清华大学,,,电机系,1996,2009.0,华中科技大学
13.0,王雪平,,,,,,,,,,,,,,,2009.0,
13.0,栾升,男,1963,,,,,,,,中国科学院上海植物生理研究所,,,植物与微生物,1985,2009.0,西北大学
13.0,宋晓东,男,,,,,,,,,,,,,,2009.0,南京大学
13.0,周豪慎,男,1964,,江苏,120.182795,31.293438,,,,南京大学,,,物理系,1985,2009.0,南京大学
13.0,陈小江,男,1963,,,,,,,,石河子大学,,,生物学,,2009.0,北京康乐卫士生物技术有限公司
13.0,刘明耀,男,,,,,,,,,湖南师范大学,,,,1985,2009.0,华东师范大学
13.0,张增辉,男,,,,,,,,,上海华东师范大学,,,生物大分子,1982,2009.0,南京大学
13.0,郑伟安,男,,,上海,121.282532,31.134933,,,,华东师范大学,,,数学系,1980,2009.0,华东师范大学
13.0,蒋 庆,男,,,,,,,,,华中工学院,,,,1984,2009.0,中山大学
13.0,相晓东,,,,,,,,,,,,,,,2009.0,
13.0,刘国平,男,1962,,,116.24352,39.541197,,,,曼彻斯特理工大学,,,工业自动化,1992,2009.0,哈尔滨工业大学
13.0,Isao Tanihata,男,1947,,日本,,,,,,,,,物理学,,2009.0,北京航空航天大学
13.0,张灼华,男,1963,,湖南,112.56032,28.135267,,,, 湖南医学院,,,分子病理学,1983,2009.0,南华大学
13.0,李默,男,,,,,,,,,中南大学,,,材料学,1982,2009.0,
13.0,高永立,男,,,,,,,,,,,,物理学,,2009.0,
13.0,张晓安,男,,,,,,,,,吉林大学,,,化学,1982,2009.0,
13.0,孙立成,男,1962,,黑龙江,126.392461,45.442434,,,,大连工学院,,,化学,1984,2009.0,大连理工大学
13.0,陈震,男,,,,,,,,,上海科技大学,,,精密机械工程,1982,2009.0,大连理工大学
13.0,宋春山,男,,,河北,114.274895,38.02678,,,,大连理工大学,,,化学,1982,2009.0,
13.0,王钧,男,1954,,,,,,,,大连工学院,,,电气和电子工程,1982,2009.0,香港中文大学
13.0,江晓东,男,,,,,,,,,加州大学伯克利分校,,,电气工程,,2009.0,天津大学
13.0,孙鹤,男,,,美籍,,,,,,上海医科大学,,,临床药理学和生物药学,1982,2009.0,天津大学
13.0,江建民,男,,,,,,,,,山东矿业学院,,,电气工程专业学士,1981,2009.0,
13.0,李桂芳,男,,,,,,,,,,,,,,2009.0,广东复安科技有限公司
13.0,李献国,男,,,浙江,120.09172,30.163539,,,,天津大学,,,热能工程,1982,2009.0,加拿大滑铁卢大学
13.0,吴雪松,男,,,,,,,,,英国帝国理工学院,,,数学系,1993,2009.0,天津大学
13.0,江绍毅,男,,,,,,,,,康奈尔大学,,,,1993,2009.0,
14.0,阮榕生,,1963,男,福建,119.007777,25.454084,福建,119.007777,25.454084,南昌大学,115.937347,28.683529,食品科学,,2010.0,南昌大学
14.0,刘峰,,,男,,,,,,,北京大学,116.325235,40.000304,机械与宇航工程系,,2010.0,北京大学航空航天工程系
14.0,陈镜明,,,男,江苏,118.79647,32.059471126,江苏,118.79647,32.059471126,南京大学,118.7789602,32.0568391,气象学,,2010.0,南京大学
14.0,文一,,,男,,,,,,,清华大学,116.32084252,40.00151062,经济系,,2010.0,清华大学
14.0,孙伟,,,男,,,,,,,清华大学,116.32084252,40.00151062,机械工程系,,2010.0,清华大学机械工程系 
14.0,张首晟,,1963,男,江苏,119.45013166,32.78292505,江苏,119.45013166,32.78292505,清华大学,116.32084252,40.00151062,物理系,,2010.0,清华大学机物理系
14.0,王小勤,,,男,,,,,,,清华大学,116.32084252,40.00151062,生物医学,,2010.0,清华大学医学系
14.0,佘振苏,,,男,江苏,120.88947418,31.98175413,江苏,120.88947418,31.98175413,北京大学,116.325235,40.000304,天文系,,2010.0,北京大学
14.0,陈十一,,,男,浙江,121.00303133,29.14578436,浙江,121.00303133,29.14578436,南方科技大学,113.99512251,22.6005732,力学,,2010.0,北京大学
14.0,陈松蹊,,,男,,,,,,,北京大学,116.325235,40.000304,统计学,,2010.0,北京大学
14.0,黄国和,,,男,福建,118.087052184,24.4792491742,福建,118.087052184,24.4792491742,华北电力大学,116.303697457,40.08848288,环境科学,,2010.0,华北电力大学
14.0,邓兴旺,,,男,湖南,110.388849727,28.4558555854,湖南,110.388849727,28.4558555854,北京大学,116.303697457,40.08848288,生物系植物生理生化专业,,2010.0,北京大学
14.0,龙漫远,,,男,,,,,,,北京大学,116.303697457,40.08848288,生物信息学,,2010.0,北京大学
14.0,张东晓,,,男,,,,,,,北京大学,116.303697457,40.08848288,水资源系,,2010.0,北京大学
14.0,郑春苗,,,男,,,,,,,南方科技大学,113.99512251,22.6005732,，水文地质与工程地质系,,2010.0,南方科技大学
14.0,侍乐媛,,,女,,,,,,,北京大学,116.303697457,40.08848288,应用数学,,2010.0,北京大学
14.0,卢志扬,,,男,天津,117.3616476,39.3433574,天津,117.3616476,39.3433574,天津大学,117.165065436,39.1101526098,精密仪器及机械,,2010.0,天津大学
14.0,刘峰,,,男,,,,,,,北京大学,116.303697457,40.08848288,机械与宇航,,2010.0,北京大学
14.0,刘征宇,,,男,,,,,,,北京大学,116.303697457,40.08848288,气候学,,2010.0,北京大学
14.0,高佳红,,,女,,,,,,,大学,,,核磁共振,,2010.0,芝加哥大学
14.0,罗光湘,,,男,,,,,,,北京大学,116.303697457,40.08848288,医学系,,2010.0,北京大学
14.0,牛谦,,,男,山西,112.281635206,39.5110665248,山西,112.281635206,39.5110665248,德克萨斯州立大学,-97.7340567,30.2849185,物理学,,2010.0,德克萨斯州立大学奥斯汀分校
14.0,肖瑞平,,,女,,,,,,,北京大学,116.303697457,40.08848288,医学系,,2010.0,北京大学
14.0,倪维明,,1951,男,上海,121.473791932,31.2304324029,上海,121.473791932,31.2304324029,华东师范大学,121.406404936,31.228485869,数学系,,2010.0,华东师范大学
14.0,邵军,,1957,男,上海,121.473791932,31.2304324029,上海,121.473791932,31.2304324029,华东师范大学,121.406404936,31.228485869,数理统计学,,2010.0,华东师范大学
14.0,松阳洲,,    ,男,广州,113.264385,23.12911,广州,113.264385,23.12911,中山大学,113.298883,23.0965384,分子和细胞生理学,,2010.0,中山大学
14.0,许跃生,,1958,男,普宁,116.165777,23.297493,普宁,116.165777,23.297493,中山大学,113.298883,23.0965384,计算数学,,2010.0,中山大学
14.0,汤子康,,,男,武义,119.816514082,28.8926120386,武义,119.816514082,28.8926120386,中山大学,113.298122055,23.0980816578,凝聚态物理,,2010.0,中山大学
14.0,蒋庆,,,男,江苏,118.762958639,32.060729759,江苏,118.762958639,32.060729759,中山大学,113.298122055,23.0980816578,生物医学工程和力学,,2010.0,中山大学
14.0,张辉,,,男,山东,115.542147763,34.8255486701,山东,115.542147763,34.8255486701,中山大学,113.298122055,23.0980816578,物理系,,2010.0,中山大学
14.0,黄蓬,,,男,广州,113.264385,23.12911,广州,113.264385,23.12911,中山大学,113.298122055,23.0980816578,肿瘤学,,2010.0,中山大学
14.0,柳林,,,男,广州,113.264385,23.12911,广州,113.264385,23.12911,中山大学,113.298122055,23.0980816578,地理学,,2010.0,中山大学
14.0,何芳良,,,男,加拿,-106.346771,56.130366,加拿,-106.346771,56.130366,阿尔伯塔大学,-106.346771,56.130366,生态学,,2010.0,中山大学
14.0,洪永淼,,,男,厦门,118.089425,24.479833,厦门,118.089425,24.479833,厦门大学,118.097855,24.4373484,物理系,,2010.0,厦门大学
14.0,张晓坤,,1959,男,厦门,118.089425,24.479833,厦门,118.089425,24.479833,厦门大学,118.097855,24.4373484,物学系,,2010.0,厦门大学
14.0,许华曦,,1959,男,厦门,118.089425,24.479833,厦门,118.089425,24.479833,厦门大学,118.097855,24.4373484,医学系,,2010.0,厦门大学
14.0,李宁,,1959,男,厦门,118.089425,24.479833,厦门,118.089425,24.479833,厦门大学,118.097855,24.4373484,物理系,,2010.0,厦门大学
14.0,洪万进,,1952,男,厦门,118.089425,24.479833,厦门,118.089425,24.479833,厦门大学,118.097855,24.4373484,生物系,,2010.0,厦门大学
14.0,陈晓东,,1965,男,北京,116.4073963,39.9041999,北京,116.4073963,39.9041999,苏州大学,120.651928,31.303257,化学过程工程系,,2010.0,苏州大学
14.0,柳清伙,,,男,厦门,118.089425,24.479833,厦门,118.089425,24.479833,厦门大学,118.097855,24.4373484,物理系,,2010.0,厦门大学
14.0,卜国军,,,男,厦门,118.089425001,24.479833,厦门,118.089425001,24.479833,厦门大学,118.097855001,24.4373484,生物医学,,2010.0,厦门大学
14.0,周强,,,男,厦门,118.089425001,24.479833,厦门,118.089425001,24.479833,厦门大学,118.097855001,24.4373484,,,2010.0,厦门大学
14.0,林森杰,,1964,男,厦门,118.089425001,24.479833,厦门,118.089425001,24.479833,厦门大学,118.097855001,24.4373484,生物学,,2010.0,厦门大学
14.0,沈捷,,,男,厦门,118.089425001,24.479833,厦门,118.089425001,24.479833,厦门大学,118.097855001,24.4373484,数学与统计学,,2010.0,厦门大学
14.0,Eric Meggers,,1968,男,德国,7.0982068,50.73743,德国,7.0982068,50.73743,厦门大学,118.097855001,24.4373484,化学系,,2010.0,厦门大学
14.0,刘向阳,,,男,厦门,118.089425001,24.479833,厦门,118.089425001,24.479833,厦门大学,118.097855001,24.4373484,固体物理,,2010.0,厦门大学
14.0,高树基,,,男,台湾,121.0793705,23.9036873,台湾,121.0793705,23.9036873,厦门大学,118.097855001,24.4373484,海洋生物地球化学,,2010.0,厦门大学
14.0,赵勤俭,,1968,男,厦门,118.089425001,24.479833,厦门,118.089425001,24.479833,厦门大学,118.097855001,24.4373484,药物化学,,2010.0,厦门大学
14.0,马恩,,1958,男,北京,116.4073963,39.9041999,北京,116.4073963,39.9041999,美国约翰霍普金斯大学,-76.6205177,39.3299013,材料科学与工程系,,2010.0,美国约翰霍普金斯大学
14.0,王煜,,1958,男,西安,108.93977,34.341574,西安,108.93977,34.341574,香港中文大学,114.2109318,22.4162632,自动化与计算机辅助工程系,,2010.0,西安交通大学
14.0,任晓兵,,1966,男,西安,108.93977,34.341574,西安,108.93977,34.341574,西安交通大学,108.983693,34.250803,物质材料,,2010.0,西安交通大学
14.0,李晓榕,,,男,安徽,117.9249002,30.6006773,安徽,117.9249002,30.6006773,新奥尔良大学,104.142992,30.673156,电机工程系,,2010.0,新奥尔良大学
14.0,王云志,,1958,男,西安,108.93977,34.341574,西安,108.93977,34.341574,西安交通大学,108.983693,34.250803,材料科学与工程系,,2010.0,西安交通大学
14.0,贾春林,,1958,男,西安,108.93977,34.341574,西安,108.93977,34.341574,西安交通大学,108.983693,34.250803,显微学与谱学,,2010.0,西安交通大学
14.0,靳忠民,,1959,男,西安,108.93977,34.341574,西安,108.93977,34.341574,西安交通大学,108.983693,34.250803,机械工程学,,2010.0,西安交通大学
14.0,毛世民,,1960,男,西安,108.93977,34.341574,西安,108.93977,34.341574,西安交通大学,108.983693,34.250803,机械制造专业,,2010.0,西安交通大学
14.0,马晓龙,,1976,男,河北,114.9042208,37.8956594,河北,114.9042208,37.8956594,中国旅游研究院大学,114.364549,30.517066,旅游规划与管理,,2010.0,中国旅游研究院
14.0,郑智平,,1977,男,北京,116.4073963,39.9041999,北京,116.4073963,39.9041999,南方科技大学,113.99894,22.593969,化学与生物化学系,,2010.0,南方科技大学
14.0,戴晓虎,,,男,上海,121.473791932,31.2304324029,上海,121.473791932,31.2304324029,同济大学,121.387232,31.273419,土木工程系环境工程,,2010.0,同济大学
14.0,杨志刚,,,男,上海,108.93977,34.341574,上海,108.93977,34.341574,同济大学,121.387232,31.273419,车辆空气动力学,,2010.0,同济大学
14.0,章桐,,,男,上海,108.93977,34.341574,上海,108.93977,34.341574,同济大学,121.387232,31.273419,汽车工程专业,,2010.0,同济大学
14.0,黄文锐,,1961,男,上海,108.93977,34.341574,上海,108.93977,34.341574,同济大学,121.387232,31.273419,水环境水资源工程,,2010.0,同济大学
14.0,周孟初,,,男,浙江,119.7889248,29.1416432,浙江,119.7889248,29.1416432,新泽西理工学院大学,-74.1793409,40.7423345,机械制造及其自动化,,2010.0,新泽西理工学院
14.0,林峰,,,男,,,,,,,中国科学院大学,116.682386,40.408141,机械与航空系,,2010.0,中国科学院大学
14.0,李荣兴,,1962,男,上海,108.93977,34.341574,上海,108.93977,34.341574,同济大学,121.387232001,31.273419,摄影测量及遥感,,2010.0,同济大学
14.0,张伟贤,,1963,男,上海,108.93977,34.341574,上海,108.93977,34.341574,同济大学,121.387232001,31.273419,给排水工程专业,,2010.0,同济大学
14.0,樊文飞,,1962,男,上海,108.93977,34.341574,上海,108.93977,34.341574,英国爱丁堡皇家学会大学,-3.1348349,55.9221246,数据库,,2010.0,英国爱丁堡皇家学会
14.0,曹文武,,1963,男,上海,108.93977,34.341574,上海,108.93977,34.341574,香港城市大学,114.172793,22.3371397,凝聚态物理学,,2010.0,同济大学
14.0,刘明生,,,男,江苏,119.7889248,33.1401715,江苏,119.7889248,33.1401715,大学,121.529021,38.880381,机械工程,,2010.0,大连理工大学
14.0,周裕,,1961,男,上海,119.7889248,33.1401715,上海,119.7889248,33.1401715,哈尔滨工业大学,113.969233,22.585908,流体力学,,2010.0,哈尔滨工业大学
14.0,袁怡宝,,1964,男,哈尔,126.534967,45.803775,哈尔,126.534967,45.803775,哈尔滨工业大学,126.6334306,45.7470436,精密仪器及机械专业,,2010.0,哈尔滨工业大学
14.0,康裕建,,1961,男,四川,102.8054753,30.2638032,四川,102.8054753,30.2638032,四川大学,104.001752,30.553223,再生医学,,2010.0,四川大学
14.0,肖智雄,,1961,男,四川,102.8054753,30.2638032,四川,102.8054753,30.2638032,四川大学,104.001752,30.553223,肿瘤分子生物学,,2010.0,四川大学
14.0,林硕,,1958,男,北京,116.4073963,39.9041999,北京,116.4073963,39.9041999,北京大学,113.974264,22.592813,分子生物学,,2010.0,四川大学
14.0,张康,,,男,四川,102.8054753,30.2638032,四川,102.8054753,30.2638032,四川大学,104.001752,30.553223,医学,,2010.0,四川大学
14.0,马新亮,,1957,男,山西,111.8568586,37.2425649,山西,111.8568586,37.2425649,首都医科大学,116.352916,39.865177,医学,,2010.0,首都医科大学
14.0,施文元,,,男,上海,108.93977,34.341574,上海,108.93977,34.341574,美国加州大学,-118.4451811,34.068921,遗传系,,2010.0,美国加州大学洛杉矶分校
14.0,段忆翔,,1957,男,四川,102.8054753,30.2638032,四川,102.8054753,30.2638032,四川大学,104.001752,30.553223,放射化学,,2010.0,四川大学
14.0,刘奋勇,,1956,男,美国,-95.712891,37.09024,美国,-95.712891,37.09024,中国医药城大学,119.905922,32.394392,病毒学,,2010.0,中国医药城
14.0,卢山,,,男,北京,116.4073963,39.9041999,北京,116.4073963,39.9041999,北京邮电大学,116.358103,39.962796,自动化,,2010.0,北京邮电大学
14.0,朱敦尧,,,男,湖北,112.2384017,30.7378118,湖北,112.2384017,30.7378118,光庭导航数据（武汉）有限公司大学,114.403668,30.476138,制图系,,2010.0,光庭导航数据（武汉）有限公司
14.0,徐超江,,1962,男,湖北,112.2384017,30.7378118,湖北,112.2384017,30.7378118,武汉大学,114.3643219,30.5360485,数学系,,2010.0,武汉大学
14.0,吴黎明,,1963,男,湖北,112.2384017,30.7378118,湖北,112.2384017,30.7378118,武汉大学,114.3643219,30.5360485,数学系,,2010.0,武汉大学
14.0,许全华,,1964,男,湖北,112.2384017,30.7378118,湖北,112.2384017,30.7378118,武汉大学,114.3643219,30.5360485,数学系,,2010.0,武汉大学
14.0,李国民,,1965,男,湖北,112.2384017,30.7378118,湖北,112.2384017,30.7378118,美国麻省理工学院大学,-71.09416,42.360091,机械科学与工程,,2010.0,美国麻省理工学院
14.0,单杰,,1966,男,湖北,112.238401701,30.7378118,湖北,112.238401701,30.7378118,武汉大学,114.3643219,30.5360485,遥感信息工程,,2010.0,武汉大学
14.0,霍文哲,,1966,男,湖北,112.238401701,30.7378118,湖北,112.238401701,30.7378118,武汉大学,114.3643219,30.5360485,医学,,2010.0,武汉大学
14.0,史文中,,1961,男,湖北,112.238401701,30.7378118,湖北,112.238401701,30.7378118,武汉大学,114.3643219,30.5360485,摄影测量与遥感,,2010.0,武汉大学
14.0,沙德洛夫,,,男,俄罗,105.318756,61.52401,俄罗,105.318756,61.52401,北京航空航天大学,116.3464915,39.9858687,信息科学系,,2010.0,北京航空航天大学
14.0,约翰·温德尔·福尔摩斯,,,男,俄罗,105.318756,61.52401,俄罗,105.318756,61.52401,北京航空航天大学,116.3464915,39.9858687,能源动力系,,2010.0,北京航空航天大学
14.0,熊子祥,,,男,,,,,,,普林斯顿大学,-74.6514481,40.3439888,电子工程,,2010.0,普林斯顿大学
14.0,黄大年,,,男,广西,108.8076195,23.7247599,广西,108.8076195,23.7247599,吉林大学,125.309796,43.87036,地球物理,,2010.0,吉林大学
14.0,易英飞,,,男,,,,,,,吉林大学,125.309796,43.87036,数学,,2010.0,吉林大学
14.0,于晓方,,,男,浙江,119.7889248,29.1416432,浙江,119.7889248,29.1416432,浙江大学,120.123279,30.263944,公共卫生学,,2010.0,浙江大学
14.0,塔拉拉伊,,,男,,,,,,,吉林大学,125.309796,43.87036,建设工程,,2010.0,吉林大学
14.0,李明芳,,,男,,,,,,,东北大学,123.420934,41.768495,化学,,2010.0,东北大学
14.0,邓伟文,,1963,男,吉林,126.4371385,43.1520105,吉林,126.4371385,43.1520105,东北大学,123.420934,41.768495,车辆动力学,,2010.0,东北大学
14.0,许天福,,1961,男,吉林,126.4371385,43.1520105,吉林,126.4371385,43.1520105,吉林大学,125.309796,43.87036,水文地质工程地质专业,,2010.0,东北大学
14.0,赵先德,,,男,,,,,,,华南理工大学,113.344683,23.151326,,,2010.0,华南理工大学
